model,row_i,tag,sample_name,jaw,path,inference_dir,png_all,png_errors,png_d21,xyz_npy,gt_npy,pred_npy,acc_all,acc_no_bg,f1_macro,iou_macro,d21_acc,d21_f1,d21_iou,d21_bin_acc_all,d21_bin_f1_all,d21_bin_iou_all,score_composite
PointNet,11,test_row11_F5NBC5X3,F5NBC5X3,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/F5NBC5X3,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row11_F5NBC5X3.png,inference_errors/test_row11_F5NBC5X3.png,inference_d21/test_row11_F5NBC5X3.png,predictions/test_row11_F5NBC5X3_xyz.npy,predictions/test_row11_F5NBC5X3_gt.npy,predictions/test_row11_F5NBC5X3_pred.npy,0.871826171875,0.9328449328449329,0.9414916215338248,0.8910740693212432,0.9938949938889262,0.9514563106334244,0.9074074073233882,0.9953613281237849,0.8376068375710424,0.7205882352411331,0.9338695780304792
PointNet,12,test_row12_5JRH5J6E,5JRH5J6E,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/5JRH5J6E,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row12_5JRH5J6E.png,inference_errors/test_row12_5JRH5J6E.png,inference_d21/test_row12_5JRH5J6E.png,predictions/test_row12_5JRH5J6E_xyz.npy,predictions/test_row12_5JRH5J6E_gt.npy,predictions/test_row12_5JRH5J6E_pred.npy,0.752685546875,0.8760683760683761,0.8735091062664573,0.7845838064072196,0.989621489615448,0.9109947643502097,0.8365384614580252,0.9774169921863067,0.4846796657246607,0.3198529411647113,0.8700206103435241
PointNet,13,test_row13_01328DDN,01328DDN,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01328DDN,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row13_01328DDN.png,inference_errors/test_row13_01328DDN.png,inference_d21/test_row13_01328DDN.png,predictions/test_row13_01328DDN_xyz.npy,predictions/test_row13_01328DDN_gt.npy,predictions/test_row13_01328DDN_pred.npy,0.912109375,0.9371184371184371,0.9330544889966451,0.8756245083856615,0.9945054944994232,0.9670329669975446,0.9361702126995624,0.9947509765612856,0.8599348533921846,0.7542857142426123,0.9356862328443489
PointNet,14,test_row14_X9QY6TGT,X9QY6TGT,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/X9QY6TGT,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row14_X9QY6TGT.png,inference_errors/test_row14_X9QY6TGT.png,inference_d21/test_row14_X9QY6TGT.png,predictions/test_row14_X9QY6TGT_xyz.npy,predictions/test_row14_X9QY6TGT_gt.npy,predictions/test_row14_X9QY6TGT_pred.npy,0.9161376953125,0.9682539682539683,0.9664169840376473,0.9372311125258003,0.9993894993833982,0.9963099630628668,0.9926470587505406,0.9953613281237849,0.8766233765949148,0.7803468207641417,0.9740670056722953
PointNet,15,test_row15_ERCT8ZLW,ERCT8ZLW,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/ERCT8ZLW,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row15_ERCT8ZLW.png,inference_errors/test_row15_ERCT8ZLW.png,inference_d21/test_row15_ERCT8ZLW.png,predictions/test_row15_ERCT8ZLW_xyz.npy,predictions/test_row15_ERCT8ZLW_gt.npy,predictions/test_row15_ERCT8ZLW_pred.npy,0.6705322265625,0.7228327228327228,0.7204219667304379,0.5983714932152914,0.9835164835104792,0.8755760368260103,0.7786885245263371,0.9726562499988126,0.4589371980565474,0.29780564262389325,0.7674863833994375
PointNet,16,test_row16_0165W7J4,0165W7J4,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/0165W7J4,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row16_0165W7J4.png,inference_errors/test_row16_0165W7J4.png,inference_d21/test_row16_0165W7J4.png,predictions/test_row16_0165W7J4_xyz.npy,predictions/test_row16_0165W7J4_gt.npy,predictions/test_row16_0165W7J4_pred.npy,0.904296875,0.9615384615384616,0.9629575874050155,0.9292748509611198,0.9975579975519075,0.9866666666337778,0.9736842104622576,0.9902343749987911,0.7872340425322544,0.6491228069890735,0.9663914429084227
PointNet,17,test_row17_01FUZ18R,01FUZ18R,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01FUZ18R,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row17_01FUZ18R.png,inference_errors/test_row17_01FUZ18R.png,inference_d21/test_row17_01FUZ18R.png,predictions/test_row17_01FUZ18R_xyz.npy,predictions/test_row17_01FUZ18R_gt.npy,predictions/test_row17_01FUZ18R_pred.npy,0.9278564453125,0.9627594627594628,0.9605980953495656,0.9251429258314188,0.9877899877839574,0.9421965317646763,0.8907103824649885,0.9919433593737891,0.8316326530400093,0.7117903929820178,0.9425335211775843
PointNet,18,test_row18_014996KX,014996KX,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/014996KX,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row18_014996KX.png,inference_errors/test_row18_014996KX.png,inference_d21/test_row18_014996KX.png,predictions/test_row18_014996KX_xyz.npy,predictions/test_row18_014996KX_gt.npy,predictions/test_row18_014996KX_pred.npy,0.91357421875,0.9658119658119658,0.961135123388624,0.9266501325957985,0.9999999999938951,0.99999999996,0.9999999999200001,0.9945068359362859,0.8474576270899167,0.7352941176038061,0.9719463139761055
PointNet,19,test_row19_R8YTI9HB,R8YTI9HB,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/R8YTI9HB,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row19_R8YTI9HB.png,inference_errors/test_row19_R8YTI9HB.png,inference_d21/test_row19_R8YTI9HB.png,predictions/test_row19_R8YTI9HB_xyz.npy,predictions/test_row19_R8YTI9HB_gt.npy,predictions/test_row19_R8YTI9HB_pred.npy,0.9271240234375,0.9407814407814408,0.9412194827614547,0.8895316209720293,0.9877899877839574,0.931034482726516,0.8709677418792924,0.9937744140612867,0.8411214953008996,0.7258064515738814,0.923205017296629
PointNet,21,test_row21_7PQAZ8X1,7PQAZ8X1,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/7PQAZ8X1,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row21_7PQAZ8X1.png,inference_errors/test_row21_7PQAZ8X1.png,inference_d21/test_row21_7PQAZ8X1.png,predictions/test_row21_7PQAZ8X1_xyz.npy,predictions/test_row21_7PQAZ8X1_gt.npy,predictions/test_row21_7PQAZ8X1_pred.npy,0.7779541015625,0.887057387057387,0.8918975541761729,0.8092564768478953,0.9890109890049511,0.9210526315385503,0.8536585365159628,0.9843749999987983,0.6213017751295473,0.45064377680469336,0.8858148235252922
PointNet,22,test_row22_9OOBRVB8,9OOBRVB8,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/9OOBRVB8,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row22_9OOBRVB8.png,inference_errors/test_row22_9OOBRVB8.png,inference_d21/test_row22_9OOBRVB8.png,predictions/test_row22_9OOBRVB8_xyz.npy,predictions/test_row22_9OOBRVB8_gt.npy,predictions/test_row22_9OOBRVB8_pred.npy,0.8037109375,0.9029304029304029,0.9070904885954534,0.8366657945098971,0.9914529914469387,0.9391304347417769,0.8852459015667832,0.9848632812487976,0.6352941176283737,0.46551724135924494,0.905504288147226
PointNet,23,test_row23_4J24X0ES,4J24X0ES,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/4J24X0ES,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row23_4J24X0ES.png,inference_errors/test_row23_4J24X0ES.png,inference_d21/test_row23_4J24X0ES.png,predictions/test_row23_4J24X0ES_xyz.npy,predictions/test_row23_4J24X0ES_gt.npy,predictions/test_row23_4J24X0ES_pred.npy,0.7283935546875,0.8772893772893773,0.8790938297176664,0.8512271710879186,0.9987789987729013,0.9915254236867997,0.9831932772283032,0.978881835936305,0.5749385749244487,0.40344827584815696,0.9283429620447962
PointNet,24,test_row24_016PTY8K,016PTY8K,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/016PTY8K,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row24_016PTY8K.png,inference_errors/test_row24_016PTY8K.png,inference_d21/test_row24_016PTY8K.png,predictions/test_row24_016PTY8K_xyz.npy,predictions/test_row24_016PTY8K_gt.npy,predictions/test_row24_016PTY8K_pred.npy,0.921875,0.9413919413919414,0.9374781381479033,0.883919382896319,0.9938949938889262,0.9593495934569369,0.9218749999279785,0.9920654296862889,0.7840531561201312,0.6448087431341635,0.935024176989524
PointNet,25,test_row25_38JDN4ZV,38JDN4ZV,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/38JDN4ZV,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row25_38JDN4ZV.png,inference_errors/test_row25_38JDN4ZV.png,inference_d21/test_row25_38JDN4ZV.png,predictions/test_row25_38JDN4ZV_xyz.npy,predictions/test_row25_38JDN4ZV_gt.npy,predictions/test_row25_38JDN4ZV_pred.npy,0.78759765625,0.22832722832722832,0.14449260299673233,0.13149705276252846,0.9835164835104792,0.9179331306711874,0.8483146066939149,0.9942626953112862,0.8653295128691882,0.7626262625877461,0.527963979275409
PointNet,27,test_row27_3HRLKQ4M,3HRLKQ4M,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/3HRLKQ4M,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row27_3HRLKQ4M.png,inference_errors/test_row27_3HRLKQ4M.png,inference_d21/test_row27_3HRLKQ4M.png,predictions/test_row27_3HRLKQ4M_xyz.npy,predictions/test_row27_3HRLKQ4M_gt.npy,predictions/test_row27_3HRLKQ4M_pred.npy,0.9112548828125,0.9694749694749695,0.9675875216965374,0.9390030327801531,0.9914529914469387,0.9457364340718707,0.8970588234634516,0.9916992187487893,0.7820512820262163,0.6421052631240997,0.949515855655108
PointNet,29,test_row29_01K5X8CN,01K5X8CN,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01K5X8CN,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row29_01K5X8CN.png,inference_errors/test_row29_01K5X8CN.png,inference_d21/test_row29_01K5X8CN.png,predictions/test_row29_01K5X8CN_xyz.npy,predictions/test_row29_01K5X8CN_gt.npy,predictions/test_row29_01K5X8CN_pred.npy,0.8890380859375,0.8205128205128205,0.7813001917276234,0.700816607557296,0.99511599510992,0.973509933742599,0.9483870967130072,0.9923095703112886,0.8235294117416379,0.6999999999666666,0.8572841666925294
PointNet,30,test_row30_013NXP1H,013NXP1H,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/013NXP1H,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row30_013NXP1H.png,inference_errors/test_row30_013NXP1H.png,inference_d21/test_row30_013NXP1H.png,predictions/test_row30_013NXP1H_xyz.npy,predictions/test_row30_013NXP1H_gt.npy,predictions/test_row30_013NXP1H_pred.npy,0.9141845703125,0.9224664224664225,0.9189646139598009,0.8539758123582567,0.9780219780160072,0.8656716417587436,0.7631578946866343,0.9924316406237884,0.7891156462316627,0.6516853932218154,0.8760709274588862
PointNet,31,test_row31_211UTGV1,211UTGV1,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/211UTGV1,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row31_211UTGV1.png,inference_errors/test_row31_211UTGV1.png,inference_d21/test_row31_211UTGV1.png,predictions/test_row31_211UTGV1_xyz.npy,predictions/test_row31_211UTGV1_gt.npy,predictions/test_row31_211UTGV1_pred.npy,0.6572265625,0.9133089133089133,0.8904013989996021,0.8133108361524928,0.9871794871734605,0.9098712445961429,0.8346456692256184,0.9672851562488192,0.4416666666574653,0.28342245988547,0.8808636810860953
PointNet,32,test_row32_H1HUQBYJ,H1HUQBYJ,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/H1HUQBYJ,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row32_H1HUQBYJ.png,inference_errors/test_row32_H1HUQBYJ.png,inference_d21/test_row32_H1HUQBYJ.png,predictions/test_row32_H1HUQBYJ_xyz.npy,predictions/test_row32_H1HUQBYJ_gt.npy,predictions/test_row32_H1HUQBYJ_pred.npy,0.923583984375,0.9554334554334555,0.9493714932393157,0.9072317897748927,0.9987789987729013,0.9918032786478769,0.9837398373183952,0.9967041015612832,0.8996282527546606,0.8175675675123265,0.9600524600774905
PointNet,33,test_row33_5J9O0LG3,5J9O0LG3,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/5J9O0LG3,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row33_5J9O0LG3.png,inference_errors/test_row33_5J9O0LG3.png,inference_d21/test_row33_5J9O0LG3.png,predictions/test_row33_5J9O0LG3_xyz.npy,predictions/test_row33_5J9O0LG3_gt.npy,predictions/test_row33_5J9O0LG3_pred.npy,0.72607421875,0.9206349206349206,0.9288654300266556,0.8757492684342046,0.9969474969414106,0.9822064056589962,0.96503496496748,0.9770507812488072,0.5948275861940769,0.42331288342259776,0.9422568774447131
PointNet,34,test_row34_01MCNDR0,01MCNDR0,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01MCNDR0,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row34_01MCNDR0.png,inference_errors/test_row34_01MCNDR0.png,inference_d21/test_row34_01MCNDR0.png,predictions/test_row34_01MCNDR0_xyz.npy,predictions/test_row34_01MCNDR0_gt.npy,predictions/test_row34_01MCNDR0_pred.npy,0.9251708984375,0.9621489621489622,0.9572047387937267,0.9213839664169735,0.9969474969414106,0.9864498644719119,0.9732620320335154,0.9957275390612844,0.9122807017315218,0.8387096773807046,0.962872108538631
PointNet,35,test_row35_01DXDP2R,01DXDP2R,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/01DXDP2R,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row35_01DXDP2R.png,inference_errors/test_row35_01DXDP2R.png,inference_d21/test_row35_01DXDP2R.png,predictions/test_row35_01DXDP2R_xyz.npy,predictions/test_row35_01DXDP2R_gt.npy,predictions/test_row35_01DXDP2R_pred.npy,0.9046630859375,0.9230769230769231,0.809749107099345,0.7488834652582325,0.9969474969414106,0.9877149876907195,0.9757281552924404,0.9948730468737854,0.9054054053850134,0.827160493793121,0.8835156369347542
PointNet,36,test_row36_V5KEFD0N,V5KEFD0N,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/V5KEFD0N,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row36_V5KEFD0N.png,inference_errors/test_row36_V5KEFD0N.png,inference_d21/test_row36_V5KEFD0N.png,predictions/test_row36_V5KEFD0N_xyz.npy,predictions/test_row36_V5KEFD0N_gt.npy,predictions/test_row36_V5KEFD0N_pred.npy,0.9005126953125,0.9517704517704517,0.9491711766684614,0.9062815711254789,0.9829059828999823,0.9135802468853833,0.8409090908613119,0.9898681640612915,0.7810026385018205,0.640692640664905,0.9206533103911767
PointNet,37,test_row37_ZM8PCSK6,ZM8PCSK6,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/ZM8PCSK6,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row37_ZM8PCSK6.png,inference_errors/test_row37_ZM8PCSK6.png,inference_d21/test_row37_ZM8PCSK6.png,predictions/test_row37_ZM8PCSK6_xyz.npy,predictions/test_row37_ZM8PCSK6_gt.npy,predictions/test_row37_ZM8PCSK6_pred.npy,0.6988525390625,0.5848595848595849,0.5768244619745214,0.48365636156632114,0.989621489615448,0.9381818181477024,0.8835616437750985,0.9776611328113065,0.5850340135921761,0.4134615384482865,0.7342111149590619
PointNet,38,test_row38_J8YGBFK2,J8YGBFK2,upper,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/processed_struct_safe/200000/upper/J8YGBFK2,/home/htaucare/Tesis_Amaro/outputs/pointnet_classic/grid_pro_runner_v1/exp03_bs16_lr3e4_do05_bg003_amp/inference,inference_all/test_row38_J8YGBFK2.png,inference_errors/test_row38_J8YGBFK2.png,inference_d21/test_row38_J8YGBFK2.png,predictions/test_row38_J8YGBFK2_xyz.npy,predictions/test_row38_J8YGBFK2_gt.npy,predictions/test_row38_J8YGBFK2_pred.npy,0.92333984375,0.963980463980464,0.9636195940961604,0.930616044797041,0.9963369963309138,0.9736842104836103,0.9487179486368618,0.9974365234362823,0.9135802468759843,0.8409090908453857,0.9604010149651054
