case_name,case_tag,case_role,patient_id,model,model_display,view_name,view_display,html,png,summary,acc_no_bg,d21_f1,d21_iou,f1_macro_no_bg,mesh_source
median_row089_015RHV4X_upper,median,Caso mediano,015RHV4X,pointnetpp,PointNet++,oclusal_paper,oclusal superior,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_oclusal_paper.summary.json,0.961538,0.858696,0.752381,0.812829,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_3/upper/015RHV4X/015RHV4X_upper.obj
median_row089_015RHV4X_upper,median,Caso mediano,015RHV4X,pointnetpp,PointNet++,isometrica_ajustada,cuasi-isométrica,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_isometrica_ajustada.summary.json,0.961538,0.858696,0.752381,0.812829,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_3/upper/015RHV4X/015RHV4X_upper.obj
median_row089_015RHV4X_upper,median,Caso mediano,015RHV4X,dgcnn,DGCNN,oclusal_paper,oclusal superior,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_oclusal_paper.summary.json,0.975580,0.929178,0.867725,0.831653,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_3/upper/015RHV4X/015RHV4X_upper.obj
median_row089_015RHV4X_upper,median,Caso mediano,015RHV4X,dgcnn,DGCNN,isometrica_ajustada,cuasi-isométrica,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_isometrica_ajustada.summary.json,0.975580,0.929178,0.867725,0.831653,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_3/upper/015RHV4X/015RHV4X_upper.obj
median_row089_015RHV4X_upper,median,Caso mediano,015RHV4X,pointnettransformer,Transformer,oclusal_paper,oclusal superior,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_oclusal_paper.summary.json,0.879731,0.943700,0.893401,0.727675,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_3/upper/015RHV4X/015RHV4X_upper.obj
median_row089_015RHV4X_upper,median,Caso mediano,015RHV4X,pointnettransformer,Transformer,isometrica_ajustada,cuasi-isométrica,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_isometrica_ajustada.summary.json,0.879731,0.943700,0.893401,0.727675,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_3/upper/015RHV4X/015RHV4X_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,pointnet,PointNet,oclusal_paper,oclusal superior,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_oclusal_paper.summary.json,0.341270,0.224189,0.126246,0.187840,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,pointnet,PointNet,isometrica_ajustada,cuasi-isométrica,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_isometrica_ajustada.summary.json,0.341270,0.224189,0.126246,0.187840,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,pointnetpp,PointNet++,oclusal_paper,oclusal superior,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_oclusal_paper.summary.json,0.779609,0.089552,0.046875,0.630466,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,pointnetpp,PointNet++,isometrica_ajustada,cuasi-isométrica,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_isometrica_ajustada.summary.json,0.779609,0.089552,0.046875,0.630466,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,dgcnn,DGCNN,oclusal_paper,oclusal superior,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_oclusal_paper.summary.json,0.326618,0.169355,0.092511,0.269216,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,dgcnn,DGCNN,isometrica_ajustada,cuasi-isométrica,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_isometrica_ajustada.summary.json,0.326618,0.169355,0.092511,0.269216,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,pointnettransformer,Transformer,oclusal_paper,oclusal superior,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_oclusal_paper.summary.json,0.340049,0.265060,0.152778,0.178790,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
worst_row071_3EU06ZN9_upper,worst,Peor caso,3EU06ZN9,pointnettransformer,Transformer,isometrica_ajustada,cuasi-isométrica,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA_V2/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_isometrica_ajustada.summary.json,0.340049,0.265060,0.152778,0.178790,/home/htaucare/Tesis_Amaro/data/Teeth_3ds/raw/data_part_5/upper/3EU06ZN9/3EU06ZN9_upper.obj
