case_name,case_tag,model,view_name,html,png,summary,acc_no_bg,d21_f1,d21_iou,mesh_source
best_row091_01MAVT6A_upper,best,pointnettransformer,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/best_row091_01MAVT6A_upper/pointnettransformer/vista_tesis_best_pointnettransformer_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/best_row091_01MAVT6A_upper/pointnettransformer/vista_tesis_best_pointnettransformer_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/best_row091_01MAVT6A_upper/pointnettransformer/vista_tesis_best_pointnettransformer_oclusal_paper.summary.json,0.957875,0.815013,0.687783,
best_row091_01MAVT6A_upper,best,pointnettransformer,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/best_row091_01MAVT6A_upper/pointnettransformer/vista_tesis_best_pointnettransformer_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/best_row091_01MAVT6A_upper/pointnettransformer/vista_tesis_best_pointnettransformer_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/best_row091_01MAVT6A_upper/pointnettransformer/vista_tesis_best_pointnettransformer_lateral_derecha_extra.summary.json,0.957875,0.815013,0.687783,
median_row089_015RHV4X_upper,median,pointnet,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_isometrica_ajustada.summary.json,0.938950,0.902507,0.822335,
median_row089_015RHV4X_upper,median,pointnet,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_oclusal_paper.summary.json,0.938950,0.902507,0.822335,
median_row089_015RHV4X_upper,median,pointnet,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnet/vista_tesis_median_pointnet_lateral_derecha_extra.summary.json,0.938950,0.902507,0.822335,
median_row089_015RHV4X_upper,median,pointnetpp,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_isometrica_ajustada.summary.json,0.961538,0.858696,0.752381,
median_row089_015RHV4X_upper,median,pointnetpp,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_oclusal_paper.summary.json,0.961538,0.858696,0.752381,
median_row089_015RHV4X_upper,median,pointnetpp,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnetpp/vista_tesis_median_pointnetpp_lateral_derecha_extra.summary.json,0.961538,0.858696,0.752381,
median_row089_015RHV4X_upper,median,dgcnn,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_isometrica_ajustada.summary.json,0.975580,0.929178,0.867725,
median_row089_015RHV4X_upper,median,dgcnn,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_oclusal_paper.summary.json,0.975580,0.929178,0.867725,
median_row089_015RHV4X_upper,median,dgcnn,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/dgcnn/vista_tesis_median_dgcnn_lateral_derecha_extra.summary.json,0.975580,0.929178,0.867725,
median_row089_015RHV4X_upper,median,pointnettransformer,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_isometrica_ajustada.summary.json,0.879731,0.943700,0.893401,
median_row089_015RHV4X_upper,median,pointnettransformer,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_oclusal_paper.summary.json,0.879731,0.943700,0.893401,
median_row089_015RHV4X_upper,median,pointnettransformer,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/median_row089_015RHV4X_upper/pointnettransformer/vista_tesis_median_pointnettransformer_lateral_derecha_extra.summary.json,0.879731,0.943700,0.893401,
worst_row071_3EU06ZN9_upper,worst,pointnet,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_isometrica_ajustada.summary.json,0.341270,0.224189,0.126246,
worst_row071_3EU06ZN9_upper,worst,pointnet,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_oclusal_paper.summary.json,0.341270,0.224189,0.126246,
worst_row071_3EU06ZN9_upper,worst,pointnet,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnet/vista_tesis_worst_pointnet_lateral_derecha_extra.summary.json,0.341270,0.224189,0.126246,
worst_row071_3EU06ZN9_upper,worst,pointnetpp,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_isometrica_ajustada.summary.json,0.779609,0.089552,0.046875,
worst_row071_3EU06ZN9_upper,worst,pointnetpp,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_oclusal_paper.summary.json,0.779609,0.089552,0.046875,
worst_row071_3EU06ZN9_upper,worst,pointnetpp,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnetpp/vista_tesis_worst_pointnetpp_lateral_derecha_extra.summary.json,0.779609,0.089552,0.046875,
worst_row071_3EU06ZN9_upper,worst,dgcnn,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_isometrica_ajustada.summary.json,0.326618,0.169355,0.092511,
worst_row071_3EU06ZN9_upper,worst,dgcnn,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_oclusal_paper.summary.json,0.326618,0.169355,0.092511,
worst_row071_3EU06ZN9_upper,worst,dgcnn,lateral_derecha_extra,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_lateral_derecha_extra.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_lateral_derecha_extra.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/dgcnn/vista_tesis_worst_dgcnn_lateral_derecha_extra.summary.json,0.326618,0.169355,0.092511,
worst_row071_3EU06ZN9_upper,worst,pointnettransformer,isometrica_ajustada,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_isometrica_ajustada.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_isometrica_ajustada.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_isometrica_ajustada.summary.json,0.340049,0.265060,0.152778,
worst_row071_3EU06ZN9_upper,worst,pointnettransformer,oclusal_paper,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_oclusal_paper.html,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_oclusal_paper.png,/home/htaucare/Tesis_Amaro/case_comparisons/QUALI_CASES_V17/VISTA_TESIS_INFERENCIA_AJUSTADA/worst_row071_3EU06ZN9_upper/pointnettransformer/vista_tesis_worst_pointnettransformer_oclusal_paper.summary.json,0.340049,0.265060,0.152778,
